text,label
Эпизод: Персонаж несёт пакет с бутылками напитков.,2
Воспоминания: Персонаж принимает сильнодействующие препараты и теряет контроль.,4
"Описание: Пара обсуждает, что не пьёт алкоголь.",1
Воспоминания: Друзья отдыхают на лавочке с бутылками минералки.,0
Эпизод: Мужчина курит наркотические смеси в подъезде.,3
Диалог: Компания подростков курит в заброшенном доме.,3
Сцена: Герои слушают лекцию о профилактике наркомании.,1
Диалог: Друзья покупают смузи в уличной лавке.,0
Сцена: Персонаж употребляет героин в заброшенном помещении.,4
Эпизод: Взрослые обсуждают вкус вина за семейным ужином.,1
Диалог: Семья устраивает вечер настольных игр.,0
Диалог: Персонаж выпивает шот за шотом.,3
Диалог: Персонаж курит наркотик из самодельной трубки.,3
Эпизод: Пьяный мужчина громко ругается на улице.,3
Сцена: Семья готовит обед вместе на кухне.,0
Воспоминания: Персонажи обсуждают традиции употребления алкоголя в культуре.,1
Диалог: Студенты пробуют разные виды сидра.,2
Эпизод: Персонаж принимает ЛСД и сталкивается с галлюцинациями.,4
Воспоминания: Персонаж делает несколько глубоких затяжек наркотиком.,3
"Описание: Соседи пьют чай, сидя на лавочке у подъезда.",0
Эпизод: Герой курит марихуану в квартире.,3
"Эпизод: Герои сидят в кафе, где кто-то курит рядом.",2
Сцена: Персонаж выпивает один бокал и успокаивается.,2
Воспоминания: Семья завтракает с соком и омлетом.,0
Диалог: Персонаж сильно пьян и едва держится на ногах.,3
Сцена: Персонаж покупает бутылку вина в магазине.,2
Сцена: Компания друзей делит бутылку вина.,2
Эпизод: Персонаж нюхает дорожку амфетамина прямо с телефона.,4
Диалог: Герой разогревает наркотик в ложке над огнём.,4
Сцена: Герои пьют бокал вина за ужином.,2
Описание: Герой засыпает в состоянии сильного опьянения.,3
Сцена: Работники отдыхают с кружкой горячего шоколада.,0
"Воспоминания: Персонаж употребляет наркотики в компании, описан весь процесс.",4
"Диалог: Герой рассказывает, как бросил курить.",1
Описание: Врач объясняет пациенту действие лекарственных препаратов.,1
Диалог: Персонаж делает несколько глубоких затяжек наркотиком.,3
"Сцена: Соседи пьют чай, сидя на лавочке у подъезда.",0
Сцена: Подростки обсуждают тему вреда алкоголя.,1
Диалог: Компания подростков курит в заброшенном доме.,3
"Диалог: Пьяная девушка идёт, едва переставляя ноги.",3
Описание: Взрослые обсуждают вкус вина за семейным ужином.,1
Эпизод: Коллеги пьют кофе перед началом совещания.,0
"Эпизод: Герой рассказывает, как бросил курить.",1
Воспоминания: Дети пьют какао на празднике.,0
Диалог: Персонажи обсуждают традиции употребления алкоголя в культуре.,1
"Эпизод: Персонаж вводит себе дозу героина, подробно описан процесс приготовления и инъекции.",4
Воспоминания: Рабочие пьют воду из кулера.,0
Эпизод: Герои пьют слабый алкоголь на пикнике.,2
Описание: Герой смеётся и ведёт себя неадекватно из-за алкоголя.,3
"Сцена: Соседи пьют чай, сидя на лавочке у подъезда.",0
Диалог: Дети пьют какао на празднике.,0
Диалог: Мужчина курит в специально отведённой зоне.,2
Эпизод: В новостях рассказывают о борьбе с наркотиками.,1
Сцена: Пара пьёт шампанское на свидании.,2
Сцена: Персонаж делает несколько глубоких затяжек наркотиком.,3
"Диалог: Персонаж вводит наркотик внутривенно, описаны боль и состояние.",4
Сцена: Персонаж выпивает один бокал и успокаивается.,2
Сцена: Герои пьют бокал вина за ужином.,2
Эпизод: Персонажи обсуждают традиции употребления алкоголя в культуре.,1
Диалог: Пьяный мужчина громко ругается на улице.,3
Воспоминания: Герой делит наркотик на порции лезвием.,4
Диалог: Персонаж курит сигарету возле подъезда.,2
"Диалог: Подростки замечают мужчину, который курит на остановке.",2
Диалог: Студенты слушают доклад о вреде табака.,1
Эпизод: Герой вводит себе наркотик в тёмном подъезде.,4
"Эпизод: Пара обсуждает, какое вино подойдёт к ужину.",2
"Описание: Герои делят дозу кокаина, описано, как они вдыхают порошок.",4
Описание: Персонаж нарушает правила поведения под алкоголем.,3
Описание: Люди говорят о правилах употребления спиртного за границей.,1
Диалог: Персонаж в состоянии сильного опьянения падает на пол.,3
"Описание: Персонаж варит амфетамин на кухне, подробно описан процесс.",4
"Сцена: Персонаж употребляет наркотики в компании, описан весь процесс.",4
"Воспоминания: Герой курит крэк, детально описано нагревание и вдыхание дыма.",4
Сцена: Путешественники берут термосы с чаем.,0
Диалог: Друзья отдыхают на лавочке с бутылками минералки.,0
Сцена: Персонаж несёт пакет с бутылками напитков.,2
Воспоминания: Герой курит марихуану в квартире.,3
"Описание: Персонаж вводит себе дозу героина, подробно описан процесс приготовления и инъекции.",4
Эпизод: Ученики слушают лекцию о вредных привычках.,1
Сцена: Путешественники пьют воду из бутылок во время похода.,0
Эпизод: Семья покупает кефир и йогурты.,0
Воспоминания: Персонажи обсуждают традиции употребления алкоголя в культуре.,1
Сцена: Взрослые обсуждают вкус вина за семейным ужином.,1
Диалог: Персонаж курит метамфетамин до потери ориентации.,4
"Воспоминания: Герои стоят на улице, кто-то курит рядом.",2
Сцена: Семья пьёт какао перед сном.,0
Эпизод: Студенты пьют энергетики во время подготовки к экзаменам.,0
Описание: Герой смеётся и ведёт себя неадекватно из-за алкоголя.,3
Описание: Учитель предлагает ученикам чай на кружке.,0
Воспоминания: Персонаж курит электронную сигарету.,2
"Воспоминания: Мужчина нюхает кокаин с поверхности стола, описаны ощущения и реакция.",4
"Воспоминания: Герои сидят в кафе, где кто-то курит рядом.",2
Эпизод: Рабочие пьют воду из кулера.,0
Сцена: Ученики слушают лекцию о вредных привычках.,1
"Диалог: Герой вводит наркотик, наблюдая, как кожа краснеет в месте укола.",4
Воспоминания: Мужчина делает пару затяжек сигаретой.,2
Диалог: Герои слушают лекцию о профилактике наркомании.,1
Сцена: Дети пьют какао на празднике.,0
Сцена: Персонаж закуривает после стресса.,2
Эпизод: Мужчина курит наркотические смеси в подъезде.,3
Воспоминания: Персонаж делает затяжку и резко кашляет от наркотика.,3
Воспоминания: Герой курит марихуану в квартире.,3
Эпизод: Персонажи обсуждают традиции употребления алкоголя в культуре.,1
Воспоминания: Герой делает несколько затяжек крэком подряд.,4
Сцена: Компания расслабляется за бокалом вина.,2
Описание: Персонаж закуривает после стресса.,2
"Сцена: Персонажи обсуждают, что нельзя пить за рулём.",1
Диалог: Студенты пробуют разные виды сидра.,2
Диалог: Герой разогревает наркотик в ложке над огнём.,4
"Диалог: Герой идёт домой, сильно шатаясь.",3
Эпизод: Мужчина вводит себе двойную дозу героина.,4
"Воспоминания: Герой курит метамфетамин, описано, как он разогревает смесь.",4
Воспоминания: Герой стоит с бутылкой водки прямо на улице.,3
Диалог: Персонаж нюхает несколько дорожек подряд.,4
Сцена: Учитель рассказывает детям о вреде курения.,1
"Описание: Герои стоят на улице, кто-то курит рядом.",2
Эпизод: Персонаж делает несколько глубоких затяжек наркотиком.,3
Эпизод: Герой разливает наркотический раствор и вдыхает его пары.,4
Диалог: Пьяная компания шумит и кричит возле дома.,3
Эпизод: Подростки покупают газировку в магазине.,0
Описание: Люди говорят о правилах употребления спиртного за границей.,1
"Воспоминания: Персонаж вспоминает, что кто-то курил в прошлом.",1
"Описание: Герой принимает наркотики, описаны его судороги.",4
Описание: Персонаж курит сигарету возле подъезда.,2
Описание: Рабочие пьют воду из кулера.,0
"Сцена: Персонаж вспоминает, что кто-то курил в прошлом.",1
Эпизод: Рабочие пьют воду из кулера.,0
"Сцена: Персонаж использует шприц с кровью, описаны детали.",4
"Диалог: Персонаж использует шприц с кровью, описаны детали.",4
"Диалог: Персонаж использует шприц с кровью, описаны детали.",4
"Эпизод: В книге упоминается застолье, но без описания употребления.",1
Воспоминания: Мужчина курит в специально отведённой зоне.,2
Описание: Мужчина пьёт горячий чай на рабочем месте.,0
Воспоминания: В документальном фильме кратко упоминают наркотики.,1
Описание: Герой пьёт алкоголь прямо на рабочем месте.,3
Описание: Компания друзей делит бутылку вина.,2
Сцена: Герой засыпает в состоянии сильного опьянения.,3
Описание: Студенты греются горячим чаем зимой.,0
"Воспоминания: Пара сидит в баре, пьют лёгкие напитки.",2
"Эпизод: Группа студентов обсуждает проект, попивая капучино.",0
Воспоминания: Персонаж делает затяжку и резко кашляет от наркотика.,3
Воспоминания: Друзья пьют лимонад на пикнике в парке.,0
Сцена: Студенты слушают доклад о вреде табака.,1
Диалог: Дети пьют сок после тренировки по футболу.,0
Диалог: Мужчина сидит на балконе с бутылкой пива.,2
Сцена: Компания подростков пробует курительные смеси.,3
Диалог: Мужчина напивается до потери контроля.,3
Эпизод: Женщина пьёт свежевыжатый сок в кафе.,0
Эпизод: Герой пьёт алкоголь прямо на рабочем месте.,3
Диалог: Персонаж переживает тяжёлый наркотический бред.,4
Воспоминания: Персонаж прикуривает сигарету от зажигалки.,2
Эпизод: Студенты пьют пиво после лекций.,2
Воспоминания: Персонаж принимает сильнодействующие препараты и теряет контроль.,4
"Эпизод: Работники отдыхают, держа бутылки воды.",0
Диалог: Студенты слушают доклад о вреде табака.,1
"Описание: Персонаж вспоминает, что кто-то курил в прошлом.",1
Эпизод: Герой разогревает наркотик в ложке над огнём.,4
Описание: Учёный объясняет механизм зависимости.,1
"Описание: Пара обсуждает, что не пьёт алкоголь.",1
"Воспоминания: Мужчина нюхает кокаин с поверхности стола, описаны ощущения и реакция.",4
Воспоминания: Персонаж прикуривает сигарету от зажигалки.,2
Диалог: Коллеги пьют кофе перед началом совещания.,0
Сцена: Студенты греются горячим чаем зимой.,0
Описание: Дети пьют какао на празднике.,0
"Сцена: Герой рассказывает, как бросил курить.",1
Воспоминания: Компания подростков пробует курительные смеси.,3
Воспоминания: Герой делает несколько глубоких затяжек метамфетамином из самодельной трубки.,4
Описание: Персонаж принимает сильнодействующие препараты и теряет контроль.,4
"Диалог: Персонаж вводит себе дозу героина, подробно описан процесс приготовления и инъекции.",4
Диалог: Друзья сидят в кино с напитками без сахара.,0
Эпизод: Взрослые обсуждают вкус вина за семейным ужином.,1
"Сцена: Герои делят дозу кокаина, описано, как они вдыхают порошок.",4
Диалог: Персонаж нюхает дорожку амфетамина прямо с телефона.,4
"Воспоминания: Группа студентов обсуждает проект, попивая капучино.",0
Воспоминания: Женщина пьёт свежевыжатый сок в кафе.,0
"Сцена: Персонажи обсуждают, что нельзя пить за рулём.",1
Сцена: Персонаж пьёт коктейли до потери ориентации.,3
Описание: Герои берут безалкогольные напитки в дорогу.,0
"Эпизод: Герой курит крэк, детально описано нагревание и вдыхание дыма.",4
Диалог: Подростки покупают газировку в магазине.,0
Сцена: Друзья пьют лимонад на пикнике в парке.,0
Воспоминания: Герой курит смесь с сильным галлюциногенным эффектом.,4
Сцена: Пьяный мужчина громко ругается на улице.,3
Описание: Семья готовит обед вместе на кухне.,0
Воспоминания: Пара пьёт молочный коктейль на свидании.,0
"Сцена: Герой рассказывает, что кто-то курил возле подъезда.",1
"Эпизод: Группа студентов обсуждает проект, попивая капучино.",0
Описание: Взрослые обсуждают вкус вина за семейным ужином.,1
Диалог: Персонаж курит электронную сигарету.,2
Описание: Пьяный мужчина громко ругается на улице.,3
Воспоминания: Персонаж выпивает один бокал и успокаивается.,2
Эпизод: Студенты пьют энергетики во время подготовки к экзаменам.,0
Сцена: Герои готовят коктейли дома.,2
"Описание: Пара нюхает кокаин, описано, как порошок исчезает.",4
Диалог: Семья пьёт какао перед сном.,0
Описание: Пара выбирает напитки без алкоголя в магазине.,0
"Эпизод: Герои делят дозу кокаина, описано, как они вдыхают порошок.",4
Сцена: Герой вводит себе наркотик в вену на руке.,4
"Диалог: Герой курит крэк, детально описано нагревание и вдыхание дыма.",4
"Описание: Персонаж вводит себе дозу героина, подробно описан процесс приготовления и инъекции.",4
Сцена: Семья завтракает с соком и омлетом.,0
Сцена: Семья готовит обед вместе на кухне.,0
"Сцена: Подростки замечают мужчину, который курит на остановке.",2
Диалог: Персонаж курит сигарету возле подъезда.,2
Диалог: Друзья пьют лимонад на пикнике в парке.,0
Сцена: Герой разогревает наркотик в ложке над огнём.,4
"Эпизод: Герой смешивает алкоголь с таблетками, теряя сознание.",4
Эпизод: Герои обсуждают разные сорта алкоголя.,2
