text,label
"Эпизод: Герой берет девушку сзади, описаны ритм и их дыхание.",4
Описание: Персонажи держатся за руки в кинотеатре.,1
Эпизод: Пара меняет позы во время страстных объятий.,3
Описание: Пара нежно целуется на пустынной улице.,2
"Сцена: Девушка целует мужчину, сидя у него на коленях.",3
Диалог: Пара обменивается загадочными взглядами.,1
Описание: Соседи беседуют возле подъезда.,0
Эпизод: Герой касается губами руки девушки.,2
"Сцена: Девушка скользит по члену мужчины, описывается её дыхание.",4
Сцена: Пара меняет несколько поз подряд.,4
Воспоминания: Девушка гладит мужчину по груди.,3
Сцена: Влюблённые прижимаются друг к другу в темноте.,2
Эпизод: Пара обменивается длительными объятиями.,2
Описание: Женщина выбирает подарки в магазине.,0
Эпизод: Герой держит девушку за волосы во время секса.,4
Сцена: Путешественники обсуждают увиденные места.,0
"Описание: Герои ложатся рядом, прижимаясь полуобнажёнными телами.",3
Сцена: Пара обменивается скромными объятиями.,1
Эпизод: Геролини тихо шепчут друг другу.,1
Эпизод: Герои занимаются сексом на кухонном столе.,4
Сцена: Пара нежно касается друг друга под одеждой.,3
Описание: Пара меняет позы во время страстных объятий.,3
Эпизод: Двое людей касаются лбами и улыбаются.,2
Воспоминания: Влюблённые сидят у камина.,1
Диалог: Пара сидит рядом на скамейке и разговаривает.,1
Сцена: Пара нежно касается друг друга под одеждой.,3
Диалог: Персонажи держатся за руки в кинотеатре.,1
"Описание: Пара обнимается, сидя на кровати в нижнем белье.",3
Сцена: Герои касаются руками под столом.,2
Воспоминания: Девушка лежит сверху и двигается сама.,4
Описание: Группа друзей организует пикник.,0
Эпизод: Девушка целует мужчину в грудь.,3
Диалог: Пара практикует глубокие проникновения.,4
Эпизод: Герой прижимает девушку к стене и входит в неё.,4
"Воспоминания: Девушка снимает футболку героя, смеясь.",3
Сцена: Пара покупает продукты на рынке.,0
Сцена: Герой читает книгу дома в кресле.,0
Сцена: Женщина читает журнал в кафе.,0
Воспоминания: Герои прижимаются друг к другу в лифте.,2
Эпизод: Герой расстёгивает платье девушки.,3
Воспоминания: Герой поправляет девушке шарф.,1
Сцена: Герои целуются в полумраке комнаты.,2
Диалог: Учитель объясняет новую тему классу.,0
"Воспоминания: Девушка лежит на спине, мужчина входит в неё глубоко.",4
Сцена: Пара целуется перед дверью квартиры.,2
"Диалог: Девушка стонет от ощущений, описаны её движения.",4
Воспоминания: Пара раздевается друг перед другом до нижнего белья.,3
"Диалог: Друзья выбирают фильм, который посмотрят вместе.",0
Сцена: Пара целуется в тишине комнаты.,2
Воспоминания: Девушка целует мужчину в грудь.,3
Воспоминания: Герой проводит рукой по талии девушки под одеждой.,3
Сцена: Герой ложится рядом и обнимает девушку за бёдра.,3
Воспоминания: Пара обменивается скромными объятиями.,1
Диалог: Мужчина приглашает женщину на свидание.,1
Диалог: Пара меняет позы во время страстных объятий.,3
"Описание: Пара обнимается, сидя полуголыми.",3
Сцена: Девушка прижимается к мужчине на прощание.,2
Эпизод: Девушка кладёт голову на плечо парня.,1
Описание: Пара целуется в ванной комнате.,3
Диалог: Герой кладёт девушку на живот и входит в неё.,4
"Воспоминания: Пара целуется, лежа на полу комнаты.",3
Описание: Девушка целует мужчину в щеку.,2
Диалог: Пара готовит ужин и смеётся.,1
Описание: Подростки играют в видеоигры.,0
Эпизод: Герой читает книгу дома в кресле.,0
"Эпизод: Пара обнимается, сидя на кровати в нижнем белье.",3
Воспоминания: Девушка обнимает мужчину ногами во время проникновения.,4
Воспоминания: Пара обменивается длительными объятиями.,2
Описание: Герой пододвигает стул девушке.,1
Воспоминания: Герои смотрят друг на друга с нежностью.,1
Сцена: Пара меняет позы во время страстных объятий.,3
Воспоминания: Люди смотрят шоу на городской площади.,0
"Эпизод: Девушка целует мужчину, стоя на цыпочках.",2
"Эпизод: Пара касаясь, меняет положения тел в постели.",3
Описание: Пара устраивает романтический ужин при свечах.,1
Сцена: Геролини тихо шепчут друг другу.,1
Воспоминания: Путешественники выбирают маршрут поездки.,0
Эпизод: Пара обменивается долгими поцелуями.,2
Сцена: Пара целуется в ванной комнате.,3
Описание: Герой медленно расстёгивает рубашку девушки.,3
"Описание: Пара касаясь, меняет положения тел в постели.",3
"Эпизод: Пара меняет позиции в процессе секса, описывая детали.",4
Сцена: Подростки идут на тренировку по футболу.,0
"Эпизод: Пара выбирает мебель в магазине, обсуждая варианты.",0
Диалог: Подростки идут на тренировку по футболу.,0
Диалог: Подростки играют в видеоигры.,0
Диалог: Мужчина чинит велосипед во дворе.,0
"Сцена: Девушка снимает футболку героя, смеясь.",3
Диалог: Женщина выбирает подарки в магазине.,0
Описание: Герой читает книгу дома в кресле.,0
Эпизод: Геролини тихо шепчут друг другу.,1
"Описание: Влюблённые лежат на траве, обнимаясь.",2
Воспоминания: Пара целуется под шум дождя.,2
"Эпизод: Влюблённые лежат на пледе, обнявшись.",2
Описание: Герой дарит девушке милый подарок.,1
"Сцена: Пара обнимается, сидя полуголыми.",3
Воспоминания: Пара целуется в подъезде.,2
"Сцена: Герой берет девушку сзади, описаны ритм и их дыхание.",4
Воспоминания: Девушка целует мужчину в щеку.,2
Диалог: Девушка обнимает мужчину ногами во время проникновения.,4
Эпизод: Девушка прижимается к мужчине на прощание.,2
Эпизод: Герой гладит девушку по бедру.,3
"Эпизод: Пара прижимается телами, обнимаясь на кровати.",3
Сцена: Семья играет в настольные игры вечером.,0
Диалог: Пара обсуждает планы на отпуск.,0
Эпизод: Пара покупает продукты на рынке.,0
Описание: Девушка слегка краснеет от внимания собеседника.,1
"Описание: Девушка снимает футболку героя, смеясь.",3
Диалог: Пара практикует глубокий минет с описанием процесса.,4
Описание: Коллеги проводят презентацию проекта.,0
Воспоминания: Пара нежно шепчется на ушко друг другу.,2
Диалог: Пара обнимается на остановке автобуса.,2
Сцена: Герой пододвигает стул девушке.,1
Воспоминания: Девочка кормит птиц на улице.,0
Сцена: Коллеги проводят презентацию проекта.,0
Диалог: Пара обнимается на остановке автобуса.,2
Описание: Группа людей посещает экскурсию.,0
Сцена: Соседи беседуют возле подъезда.,0
"Сцена: Герой берет девушку сзади, описаны ритм и их дыхание.",4
Сцена: Герой прижимает девушку к стене и входит в неё.,4
Диалог: Пара практикует оральные ласки с обеих сторон.,4
"Сцена: Девушка лежит на спине, мужчина входит в неё глубоко.",4
Описание: Пара нежно касается друг друга под одеждой.,3
Сцена: Учитель объясняет новую тему классу.,0
"Воспоминания: Герои лежат рядом, держась за руки.",2
Эпизод: Пара сидит на балконе и беседует.,1
Описание: Герой входит в девушку медленно и глубоко.,4
Эпизод: Подростки играют в видеоигры.,0
Сцена: Два человека обмениваются робкими комплиментами.,1
Эпизод: Пара практикует интенсивный секс с подробностями.,4
"Диалог: Пара целуется в постели, касаясь телами.",3
Эпизод: Девушка прижимается к мужчине на прощание.,2
Описание: Пара гуляет по ночному городу.,1
Эпизод: Семья готовит ужин на кухне.,0
"Сцена: Девушка лежит на спине, мужчина входит в неё глубоко.",4
Диалог: Пара лежит рядом под одним одеялом.,2
Эпизод: Пара меняет несколько поз подряд.,4
"Описание: Герой вводит пальцы в девушку, описано её возбуждение.",4
Эпизод: Любовная записка спрятана в книге.,1
Описание: Друзья вместе смотрят комедию.,0
"Описание: Пара держится за руки, гуляя по парку.",1
Воспоминания: Родители помогают сыну с домашним заданием.,0
Эпизод: Путешественники обсуждают увиденные места.,0
Диалог: Герой медленно расстёгивает рубашку девушки.,3
Диалог: Друзья вместе смотрят комедию.,0
"Сцена: Девушка садится на мужчину, описаны движения и детали.",4
Воспоминания: Влюблённые прижимаются друг к другу в темноте.,2
"Сцена: Девушка сидит на мужчине, целуя его и обнимая за шею.",3
Описание: Герой держит девушку за волосы во время секса.,4
"Эпизод: Пара занимается сексом на диване, описаны подробности.",4
"Воспоминания: Пара занимается оральным сексом, с графическим описанием процесса.",4
Диалог: Влюблённые идут под одним зонтом.,1
Сцена: Герои обнимаются после долгой разлуки.,2
"Сцена: Пара ложится вместе, обнимаясь и лаская друг друга.",3
Диалог: Семья готовит ужин на кухне.,0
"Описание: Пара меняет позиции в процессе секса, описывая детали.",4
Сцена: Люди смотрят шоу на городской площади.,0
Диалог: Пара целуется в ванной комнате.,3
"Сцена: Пара занимается сексом, подробно описаны движения и ощущения.",4
Воспоминания: Подростки изучают карту перед походом.,0
Описание: Девушка слегка краснеет от внимания собеседника.,1
Описание: Семья украшает дом к празднику.,0
Диалог: Пара обсуждает планы на отпуск.,0
"Воспоминания: Герои лежат рядом, держась за руки.",2
Диалог: Влюблённые сидят вплотную друг к другу.,2
Описание: Пара сидит на диване и нежно прижимается друг к другу.,2
Воспоминания: Коллеги проводят презентацию проекта.,0
Описание: Пара слушает романтическую музыку.,1
Эпизод: Герой слегка целует девушку в шею.,2
"Сцена: Девушка лежит на спине, мужчина входит в неё глубоко.",4
Описание: Герой держит девушку за волосы во время секса.,4
"Сцена: Пара смотрит фильм, обнявшись.",2
Эпизод: Герои страстно обнимаются на кровати.,3
Описание: Пара делает совместные фото.,1
Диалог: Девушка лежит сверху и двигается сама.,4
"Воспоминания: Девушка сидит на мужчине, целуя его и обнимая за шею.",3
Воспоминания: Пара делится тёплой улыбкой.,1
Описание: Герой проводит рукой по волосам девушки.,2
Сцена: Персонажи делают друг другу небольшие сюрпризы.,1
"Воспоминания: Девушка берёт мужчину в рот, подробно описаны действия.",4
"Воспоминания: Герой вводит пальцы в девушку, описано её возбуждение.",4
Эпизод: Герой обнимает девушку за талию и целует.,2
Эпизод: Два человека пишет друг другу тёплые сообщения.,1
Диалог: Влюблённые гуляют под дождём.,1
Описание: Герой кончает внутри девушки.,4
"Описание: Пара долго целуется, лежа на кровати.",3
Сцена: Герои обнимаются после долгой разлуки.,2
Эпизод: Влюблённые прижимаются друг к другу в темноте.,2
Эпизод: Геролини тихо шепчут друг другу.,1
Описание: Пара занимается сексом у зеркала.,4
"Воспоминания: Пара смотрит фильм, обнявшись.",2
Диалог: Пара сидит рядом на скамейке и разговаривает.,1
Диалог: Пара меняет позы во время страстных объятий.,3
Сцена: Пара делает совместные фото.,1
"Диалог: Пара занимается сексом стоя, описаны движения тел.",4
"Воспоминания: Девушка сидит на мужчине, целуя его и обнимая за шею.",3
Описание: Девушка целует мужчину в щеку.,2
Описание: Родители помогают сыну с домашним заданием.,0
Описание: Влюблённые гуляют под дождём.,1
Сцена: Пара обменивается длительными объятиями.,2
"Сцена: Пара смотрит фильм, обнявшись.",2
"Эпизод: Влюблённые лежат, обнявшись полуобнажёнными.",3
Эпизод: Герой входит в девушку медленно и глубоко.,4
Диалог: Подростки изучают карту перед походом.,0
Диалог: Коллеги проводят презентацию проекта.,0
Сцена: Пара обменивается загадочными взглядами.,1
Сцена: Девушка целует мужчину в щеку.,2
Описание: Герои занимаются сексом на кухонном столе.,4
Воспоминания: Пара сидит рядом на скамейке и разговаривает.,1
Эпизод: Девочка кормит птиц на улице.,0
Эпизод: Ученики репетируют школьный спектакль.,0
Сцена: Влюблённые сидят у камина.,1
Сцена: Друзья ужинают в кафе и делятся новостями.,0
Воспоминания: Герой ложится рядом и обнимает девушку за бёдра.,3
Сцена: Пара меняет несколько поз подряд.,4
Диалог: Сотрудники обсуждают отчёт в офисе.,0
Диалог: Пара целуется в дверях квартиры.,2
Описание: Ученики репетируют школьный спектакль.,0
Сцена: Герой трёт клитор девушки во время секса.,4
Сцена: Пара меняет позы во время страстных объятий.,3
"Эпизод: Пара меняет позиции в процессе секса, описывая детали.",4
Описание: Герой помогает девушке снять пальто.,1
Сцена: Коллеги проводят презентацию проекта.,0
"Эпизод: Пара занимается анальным сексом, подробно описано проникновение.",4
Описание: Пара целуется перед дверью квартиры.,2
Воспоминания: Герой входит в девушку медленно и глубоко.,4
Описание: Пара обменивается долгими поцелуями.,2
Воспоминания: Мужчина приглашает женщину на свидание.,1
"Диалог: Герой держит девушку за бёдра, активно двигаясь.",4
Описание: Девушка кладёт голову на плечо парня.,1
Воспоминания: Двое людей касаются лбами и улыбаются.,2
Сцена: Герои готовят подарок друг другу.,1
"Диалог: Герои лежат рядом, держась за руки.",2
Воспоминания: Семья украшает дом к празднику.,0
Диалог: Девушка кладёт голову на плечо парня.,1
Сцена: Девушка лежит сверху и двигается сама.,4
"Описание: Влюблённые лежат на траве, обнимаясь.",2
Диалог: Пара меняет позы во время страстных объятий.,3
Сцена: Путешественники обсуждают увиденные места.,0
Диалог: Подростки изучают карту перед походом.,0
"Сцена: Герои обнимаются, стоя у окна.",2
Эпизод: Девушка целует мужчину в грудь.,3
Эпизод: Девушка обнимает мужчину ногами во время проникновения.,4
"Описание: Пара занимается оральным сексом, с графическим описанием процесса.",4
Диалог: Герой дарит девушке милый подарок.,1
Воспоминания: Женщина выбирает подарки в магазине.,0
Диалог: Пара обменивается загадочными взглядами.,1
Эпизод: Учитель объясняет новую тему классу.,0
Описание: Пара меняет несколько поз подряд.,4
Воспоминания: Герои занимаются сексом на кухонном столе.,4
"Эпизод: Пара целуется, лежа на полу комнаты.",3
Воспоминания: Девушка целует мужчину в щеку.,2
Воспоминания: Герои готовят подарок друг другу.,1
Диалог: Пара целуется на балконе.,2
Диалог: Герои занимаются сексом на кухонном столе.,4
Воспоминания: Пара целуется под шум дождя.,2
Воспоминания: Герои готовят подарок друг другу.,1
"Эпизод: Пара обнимается, сидя полуголыми.",3
Диалог: Пара практикует глубокие проникновения.,4
Сцена: Друзья ужинают в кафе и делятся новостями.,0
Описание: Пара лежит рядом под одним одеялом.,2
Сцена: Девушка целует мужчину в грудь.,3
Эпизод: Коллеги проводят презентацию проекта.,0
Описание: Пара нежно шепчется на ушко друг другу.,2
"Диалог: Девушка просит мужчину ускориться, описано её состояние.",4
Сцена: Герои обнимаются после долгой разлуки.,2
Диалог: Пара обменивается загадочными взглядами.,1
Диалог: Пара готовит ужин и смеётся.,1
"Сцена: Герой целует девушку в шею, обнимая за талию.",3
"Эпизод: Пара целуется, лежа под одеялом.",3
Описание: Пара целуется в парке за деревьями.,2
"Сцена: Герой целует девушку в шею, обнимая за талию.",3
Сцена: Пара целуется под шум дождя.,2
Эпизод: Студенты готовятся к экзаменам в библиотеке.,0
"Сцена: Влюблённые сидят полуобнажённые, обнявшись.",3
Описание: Герой обнимает девушку сзади.,2
Сцена: Герой кладёт девушку на живот и входит в неё.,4
Эпизод: Люди смотрят шоу на городской площади.,0
Воспоминания: Два человека обмениваются робкими комплиментами.,1
Воспоминания: Герой обнимает девушку за талию и целует.,2
Эпизод: Пара катается на велосипеде в парке.,0
"Диалог: Пара занимается сексом, подробно описаны движения и ощущения.",4
Сцена: Ученики делают школьный проект.,0
Описание: Герои готовят подарок друг другу.,1
"Сцена: Девушка скользит по члену мужчины, описывается её дыхание.",4
"Диалог: Друзья выбирают фильм, который посмотрят вместе.",0
Описание: Герой слегка целует девушку в шею.,2
"Описание: Пара занимается оральным сексом, с графическим описанием процесса.",4
Описание: Герой проводит рукой по талии девушки под одеждой.,3
Эпизод: Пара обменивается скромными объятиями.,1
Описание: Друзья ужинают в кафе и делятся новостями.,0
Сцена: Молодой человек дарит девушке цветы.,1
Описание: Герой пододвигает стул девушке.,1
Воспоминания: Пара нежно целуется на пустынной улице.,2
Диалог: Пара катается на велосипеде в парке.,0
"Диалог: Пара занимается сексом в кровати, описаны звуки и движения.",4
Диалог: Пара сидит рядом на скамейке и разговаривает.,1
"Воспоминания: Девушка целует мужчину, прижимаясь к его груди.",3
Сцена: Герои касаются руками под столом.,2
Эпизод: Пара делает совместные фото.,1
Сцена: Девушка прижимается к мужчине на прощание.,2
"Диалог: Пара занимается сексом в кровати, описаны звуки и движения.",4
Эпизод: Женщина читает журнал в кафе.,0
Эпизод: Подростки изучают карту перед походом.,0
Диалог: Учитель объясняет новую тему классу.,0
Диалог: Герои обнимаются после долгой разлуки.,2
Воспоминания: Влюблённые гуляют под дождём.,1
Описание: Подростки играют в видеоигры.,0
Эпизод: Группа людей посещает экскурсию.,0
Сцена: Герой касается губами руки девушки.,2
"Описание: Влюблённые лежат на траве, обнимаясь.",2
Сцена: Герой гладит девушку по спине.,2
Эпизод: Герои касаются руками под столом.,2
Сцена: Герой гладит девушку по спине.,2
Воспоминания: Любовная записка спрятана в книге.,1
Диалог: Пара лежит рядом под одним одеялом.,2
Сцена: Герой кладёт девушку на живот и входит в неё.,4
Описание: Пара практикует глубокие проникновения.,4
Описание: Пара целуется в дверях квартиры.,2
Эпизод: Девушка лежит сверху и двигается сама.,4
Описание: Семья украшает дом к празднику.,0
Диалог: Пара обменивается скромными объятиями.,1
"Эпизод: Девушка берёт мужчину в рот, подробно описаны действия.",4
"Диалог: Герой вводит пальцы в девушку, описано её возбуждение.",4
"Диалог: Влюблённые лежат, обнявшись полуобнажёнными.",3
Эпизод: Мужчина чинит велосипед во дворе.,0
Эпизод: Герой обнимает девушку сзади.,2
Описание: Пара снимает одежду друг с друга в полумраке.,3
Описание: Герои занимаются жёстким сексом по обоюдному согласию.,4
Описание: Герой ложится рядом и обнимает девушку за бёдра.,3
Сцена: Путешественники обсуждают увиденные места.,0
Сцена: Герой слегка целует девушку в шею.,2
Диалог: Пара медленно раздевает друг друга.,3
Эпизод: Пара продолжает интимные ласки на диване.,3
Описание: Пара готовит ужин и смеётся.,1
Эпизод: Мужчина разговаривает с другом по телефону.,0
"Сцена: Пара ложится вместе, обнимаясь и лаская друг друга.",3
Описание: Пара обменивается длительными объятиями.,2
Воспоминания: Герой проводит рукой по щеке девушки.,2
Описание: Герой слегка целует девушку в шею.,2
Описание: Пара медленно раздевает друг друга.,3
"Сцена: Влюблённые сидят полуобнажённые, обнявшись.",3
Воспоминания: Герой обнимает девушку сзади.,2
Диалог: Мужчина разговаривает с другом по телефону.,0
"Эпизод: Герой вводит пальцы в девушку, описано её возбуждение.",4
Описание: Девочка кормит птиц на улице.,0
Воспоминания: Пара занимается сексом в душевой кабине.,4
Сцена: Подростки идут на тренировку по футболу.,0
Воспоминания: Друзья вместе смотрят комедию.,0
Воспоминания: Пара раздевается друг перед другом до нижнего белья.,3
Описание: Пара занимается сексом с громкими стонами.,4
Эпизод: Пара сидит на балконе и беседует.,1
Эпизод: Коллеги проводят презентацию проекта.,0
Описание: Герой обнимает девушку за талию и целует.,2
Эпизод: Два человека обмениваются робкими комплиментами.,1
Диалог: Друзья ужинают в кафе и делятся новостями.,0
Воспоминания: Герой гладит девушку по спине.,2
"Эпизод: Девушка просит мужчину ускориться, описано её состояние.",4
"Воспоминания: Герой вводит пальцы в девушку, описано её возбуждение.",4
Описание: Герои касаются руками под столом.,2
Описание: Два человека обмениваются робкими комплиментами.,1
Диалог: Влюблённые раздеваются до белья перед сном.,3
Воспоминания: Герой трёт клитор девушки во время секса.,4
Сцена: Влюблённые прижимаются друг к другу в темноте.,2
Диалог: Герой гладит девушку по бедру.,3
Диалог: Ученики делают школьный проект.,0
"Диалог: Пара прижимается телами, обнимаясь на кровати.",3
Эпизод: Семья готовит ужин на кухне.,0
Описание: Герой помогает девушке снять пальто.,1
Сцена: Учитель объясняет новую тему классу.,0
Диалог: Пара сидит на балконе и беседует.,1
Диалог: Герои смотрят друг на друга с нежностью.,1
Воспоминания: Пара меняет несколько поз подряд.,4
Воспоминания: Путешественники выбирают маршрут поездки.,0
Описание: Мужчина чинит велосипед во дворе.,0
Диалог: Подростки идут на тренировку по футболу.,0
Сцена: Герой расстёгивает платье девушки.,3
Описание: Семья украшает дом к празднику.,0
"Воспоминания: Пара обнимается, сидя на кровати в нижнем белье.",3
"Воспоминания: Девушка целует мужчину, прижимаясь к его груди.",3
Воспоминания: Подростки изучают карту перед походом.,0
Диалог: Пара обменивается загадочными взглядами.,1
"Описание: Влюблённые лежат на пледе, обнявшись.",2
"Воспоминания: Влюблённые лежат на пледе, обнявшись.",2
"Диалог: Пара прижимается телами, обнимаясь на кровати.",3
Диалог: Герой трёт клитор девушки во время секса.,4
"Эпизод: Герои лежат рядом, держась за руки.",2
Эпизод: Пара готовит ужин и смеётся.,1
Воспоминания: Персонажи флиртуют лёгкими жестами.,1
Описание: Пара целуется перед дверью квартиры.,2
Эпизод: Влюблённые гуляют под дождём.,1
"Эпизод: Влюблённые сидят полуобнажённые, обнявшись.",3
Сцена: Герой трёт клитор девушки во время секса.,4
"Сцена: Девушка целует мужчину, сидя у него на коленях.",3
Сцена: Друзья вместе смотрят комедию.,0
"Диалог: Девушка садится рядом с мужчиной, касаясь его плеч.",3
Диалог: Пара медленно танцует под музыку.,1
Воспоминания: Пара целуется в подъезде.,2
Эпизод: Герой расстёгивает платье девушки.,3
Описание: Герой медленно поднимает рубашку девушки.,3
Эпизод: Группа людей посещает экскурсию.,0
Диалог: Пара обменивается загадочными взглядами.,1
"Диалог: Пара занимается сексом на диване, описаны подробности.",4
Сцена: Пара лежит рядом под одним одеялом.,2
