text,label
"Описание: Персонаж сталкивается с трупом, покрытым следами пыток.",4
"Эпизод: Персонаж замечает, что кто-то следует за ним несколько кварталов.",2
Сцена: Соседи разговаривают возле подъезда.,0
Диалог: Пара слышит странные звуки на чердаке.,1
"Диалог: Герой слышит, как кто-то ломает окно его дома.",3
"Воспоминание: Герою кажется, что за дверью кто-то стоит.",1
"Воспоминание: Герой видит жертву, прибитую к стене металлическими штырями.",4
Описание: Мужчина слышит низкий рык в темноте.,2
Воспоминание: Персонаж становится свидетелем ритуального убийства с расчленением.,4
Сцена: Подростка хватают за одежду и тянут в тёмный переулок.,3
Сцена: Персонаж чувствует лёгкое беспокойство в незнакомом месте.,1
Воспоминание: Подростка хватают за одежду и тянут в тёмный переулок.,3
Диалог: Работники обедают в столовой.,0
"Воспоминание: Герой видит жертву, чьё лицо изуродовано до неузнаваемости.",4
Описание: Персонаж чувствует лёгкое беспокойство в незнакомом месте.,1
"Сцена: Герой сталкивается с человеком, который режет другого цепной пилой.",4
Воспоминание: Работники обедают в столовой.,0
"Сцена: Герой видит жертву, прибитую к стене металлическими штырями.",4
Воспоминание: Женщина получает анонимное сообщение с угрозами.,2
Сцена: Персонаж вздрагивает от резкого скрежета.,1
"Диалог: Солнечный день в парке, дети играют на площадке.",0
"Сцена: Герою кажется, что за дверью кто-то стоит.",1
Описание: Певцы репетируют в музыкальной студии.,0
Сцена: Мужчина слышит шаги за спиной и ускоряет шаг.,1
Диалог: Женщина получает письмо с реальными угрозами расправы.,3
Описание: Женщина получает письмо с реальными угрозами расправы.,3
Воспоминание: Певцы репетируют в музыкальной студии.,0
"Описание: Мужчина прячется, когда вооружённый человек ходит по дому.",3
"Диалог: Герой видит, как нападающий держит человека на земле.",3
"Воспоминание: Женщина видит, как неизвестный бежит за ней по лестнице.",3
Описание: Персонаж идёт по пустынной улице ночью и ощущает угрозу.,2
"Описание: Женщина слышит, как кто-то пытается взломать дверь её квартиры.",3
"Воспоминание: Персонаж находит тело, из которого кто-то вырезал кожу.",4
Диалог: Мужчина слышит шаги за спиной и ускоряет шаг.,1
"Воспоминание: Герой бежит от нападающего, который кричит и размахивает оружием.",3
Диалог: Мужчина сталкивается с вооружённым преступником.,3
Описание: Героя преследует неизвестный мужчина с ножом.,3
Воспоминание: Подростка загоняют в тупик трое агрессивных людей.,3
Диалог: Пара фотографируется на фоне заката.,0
Диалог: Персонажа пугает громкий стук в окно.,1
Сцена: Персонаж вздрагивает от резкого скрежета.,1
"Описание: Подросток идёт домой, когда внезапно отключается свет.",2
Сцена: Пара фотографируется на фоне заката.,0
Эпизод: Ребёнок боится темноты в своей комнате.,1
"Сцена: Герой становится свидетелем того, как жертву топят в воде.",4
Диалог: Персонажа пугает громкий стук в окно.,1
Описание: Ученики участвуют в школьном концерте.,0
Воспоминание: Персонажа толкают на землю и угрожают расправой.,3
Сцена: Мужчина видит отпечатки босых ног на полу.,2
Диалог: Юноша кормит с рук прирученную белку.,0
Воспоминание: Пожилая пара прогуливается по саду.,0
"Эпизод: Мужчина чувствует, что за ним наблюдают.",1
Сцена: Персонаж чувствует тревогу перед важным событием.,1
Диалог: Ребёнок боится хождения по тёмному дому.,1
"Сцена: Герой бежит от нападающего, который кричит и размахивает оружием.",3
Воспоминание: Ученики участвуют в школьном концерте.,0
Сцена: Девушка вышивает узор на ткани.,0
Описание: Герой замечает труп с глубокими ожогами и следами расплавленного металла.,4
Диалог: Ребёнок боится идти по тёмному коридору.,1
"Описание: Женщина слышит, как кто-то пытается взломать дверь её квартиры.",3
Эпизод: Девушка вышивает узор на ткани.,0
"Эпизод: Персонаж видит, как человеку медленно переламывают пальцы.",4
Диалог: Мужчина выгуливает собаку по аллее.,0
"Диалог: Персонаж видит, как жертва истекает кровью, лежа на полу.",4
Описание: Ребёнок боится идти по тёмному коридору.,1
Воспоминание: Мужчина выгуливает собаку по аллее.,0
"Воспоминание: Герой бежит по лесу, чувствуя приближение опасности.",2
"Воспоминание: Персонаж находит комнату, где стены покрыты кровью и частями тела.",4
Сцена: Герой замечает на стенах следы борьбы и кровь.,3
"Воспоминание: Персонаж замечает, что кто-то следует за ним несколько кварталов.",2
"Сцена: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
"Воспоминание: Герой стоит над телом, полностью изуродованным до неузнаваемости.",4
"Воспоминание: Персонажа удерживают, выкручивая руки.",3
Диалог: Мужчина читает газету в кресле.,0
Воспоминание: Друзья сидят в уютном кафе.,0
Воспоминание: Семья ужинает при приглушённом свете.,0
"Сцена: Мужчина прячется, когда вооружённый человек ходит по дому.",3
Описание: Мужчина пугается собственной тени.,1
"Эпизод: Герой находит останки, разорванные на части.",4
Сцена: Подросток застревает в тёмном подъезде без света.,2
Описание: Подростка загоняют в тупик трое агрессивных людей.,3
Воспоминание: Женщина вздрагивает от неожиданного звонка.,1
Сцена: Пожилая пара прогуливается по саду.,0
Описание: Ученики рисуют на уроке искусства.,0
Описание: Герои смотрят комедию вечером.,0
Диалог: Подросток сталкивается с агрессивной собакой.,2
"Сцена: Женщина слышит, как кто-то пытается взломать дверь её квартиры.",3
Сцена: Женщина боится выйти ночью на балкон.,1
Сцена: Подросток слышит странное шипение из вентиляции.,2
"Сцена: Персонаж чувствует опасность, находясь в заброшенном тоннеле.",2
Диалог: Женщина обнаруживает на пороге мёртвое животное.,2
"Воспоминание: Герой сталкивается с человеком, который убивает жертву молотком.",4
Воспоминание: Подростка пугает странный звук в лесу.,1
"Описание: Герой слышит тихий шёпот, но не понимает источник.",1
Сцена: Мужчина слышит истерические крики из соседней комнаты.,3
Описание: Женщина вздрагивает от неожиданного звонка.,1
Эпизод: Персонаж слышит нехарактерный скрежет за стеной.,2
"Воспоминание: Герой видит жертву, прибитую к стене металлическими штырями.",4
Описание: Пара выбирает продукты в супермаркете.,0
Диалог: Герой замечает на стенах следы борьбы и кровь.,3
Воспоминание: Ученики играют в спортивной секции.,0
Сцена: Мужчина слышит истерические крики из соседней комнаты.,3
Эпизод: Героя пугает странная фигура вдалеке.,1
Диалог: Женщина делает утреннюю зарядку.,0
Описание: Девушка слышит за спиной тяжёлое дыхание.,2
"Воспоминание: Персонаж видит труп, подвешенный за крюки к потолку.",4
"Диалог: Герой сталкивается с человеком, который режет себе руки.",4
"Эпизод: Подросток идёт домой, когда внезапно отключается свет.",2
"Сцена: Герой слышит, как кто-то ломает окно его дома.",3
"Диалог: Мужчина видит кровь на полу и понимает, что произошло преступление.",3
"Описание: Персонаж находит тело, из которого кто-то вырезал кожу.",4
"Диалог: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
"Воспоминание: Мужчина слышит тихий стук, повторяющийся каждые несколько секунд.",2
Описание: Подростка пугает странный звук в лесу.,1
Воспоминание: Герою снится неприятный сон.,1
"Воспоминание: Женщина находит тело, погружённое в собственную кровь.",4
Воспоминание: Персонажа пугает громкий стук в окно.,1
"Эпизод: Подросток идёт домой, когда внезапно отключается свет.",2
"Сцена: Персонаж видит труп, подвешенный за крюки к потолку.",4
Диалог: Люди занимаются спортом на стадионе.,0
"Эпизод: Персонаж видит, как нападающий ломает жертве кости.",4
"Эпизод: Герой прячется под столом, когда в комнату входит вооружённый человек.",3
Сцена: Ребёнок боится хождения по тёмному дому.,1
"Воспоминание: Герой бежит по лесу, чувствуя приближение опасности.",2
Описание: Подростка пугает странный силуэт в лифте.,2
"Диалог: Женщина видит, как неизвестный бежит за ней по лестнице.",3
Сцена: Герой идёт по ночной трассе и видит человека на обочине.,2
Воспоминание: Персонаж слышит нехарактерный скрежет за стеной.,2
Воспоминание: Подросток застревает в тёмном подъезде без света.,2
"Воспоминание: Герой видит жертву, чьё лицо изуродовано до неузнаваемости.",4
Воспоминание: Подросток пугается скрипа старой двери.,1
"Эпизод: Персонаж видит, как человеку ломают шею голыми руками.",4
"Воспоминание: Герой слышит, как кто-то ломает окно его дома.",3
Эпизод: Женщина ухаживает за комнатными растениями.,0
Эпизод: Мужчина видит отпечатки босых ног на полу.,2
"Описание: Герой становится свидетелем того, как жертву топят в воде.",4
Описание: Ребёнок боится идти по тёмному коридору.,1
Диалог: Герой становится свидетелем зверской расправы толпы.,4
"Воспоминание: Герой видит, как нападающий держит человека на земле.",3
"Воспоминание: Персонажа удерживают, выкручивая руки.",3
Диалог: Девушка слышит за спиной тяжёлое дыхание.,2
"Диалог: Персонаж находит труп, чья голова отделена и лежит рядом.",4
"Эпизод: Персонаж видит, как человеку медленно переламывают пальцы.",4
"Эпизод: Герой слышит, как кто-то ломает окно его дома.",3
"Описание: Герой сталкивается с человеком, который убивает жертву молотком.",4
"Описание: Герою кажется, что за дверью кто-то стоит.",1
Сцена: Герой замечает труп с глубокими ожогами и следами расплавленного металла.,4
Сцена: Ученики рисуют на уроке искусства.,0
"Описание: Женщина находит тело, погружённое в собственную кровь.",4
"Эпизод: Персонаж видит, как жертву избивают до состояния, когда кости выступают наружу.",4
Диалог: Пара фотографируется на фоне заката.,0
Описание: Дети собирают конструктор на ковре.,0
Эпизод: Герою снится неприятный сон.,1
Сцена: Девушка слышит за спиной тяжёлое дыхание.,2
Воспоминание: Персонаж становится свидетелем ритуального убийства с расчленением.,4
Воспоминание: Подростка запирают в подвале без света.,3
Описание: Мужчина слышит шаги за спиной и ускоряет шаг.,1
Сцена: Девушка слышит за спиной тяжёлое дыхание.,2
"Эпизод: Персонаж чувствует опасность, находясь в заброшенном тоннеле.",2
Эпизод: Мужчина замечает движение в тёмном углу.,1
"Сцена: Подросток идёт домой, когда внезапно отключается свет.",2
"Сцена: Персонаж видит, как жертва истекает кровью, лежа на полу.",4
"Диалог: Герой обнаруживает расчленённые останки, разбросанные по комнате.",4
"Воспоминание: Подросток видит человека, привязанного к стулу и истекающего кровью.",4
Сцена: Женщина слышит шорохи в пустой комнате.,1
Сцена: Рабочие отдыхают в комнате отдыха.,0
"Воспоминание: Женщина слышит громкие шаги, приближающиеся из темноты.",2
"Эпизод: Герой идёт по заброшенному зданию, слыша эхо шагов.",2
Описание: Женщина слышит шорохи в пустой комнате.,1
Описание: Персонаж чувствует лёгкое беспокойство в незнакомом месте.,1
Диалог: Мужчина обнаруживает труп с вырезанными органами.,4
"Сцена: Женщина находит тело, погружённое в собственную кровь.",4
"Воспоминание: Персонаж видит тело, из которого кто-то вырвал внутренности.",4
Воспоминание: Персонажа пугает громкий стук в окно.,1
"Сцена: Персонаж видит, как жертва истекает кровью, лежа на полу.",4
Описание: Героя преследует неизвестный мужчина с ножом.,3
Описание: Мужчина замечает движение в тёмном углу.,1
Диалог: Пара фотографируется на фоне заката.,0
Эпизод: Герой становится свидетелем зверской расправы толпы.,4
Эпизод: Женщина замечает на двери следы взлома и кровь.,3
"Воспоминание: Герой прячется под столом, когда в комнату входит вооружённый человек.",3
Воспоминание: Герой замечает на стенах следы борьбы и кровь.,3
Сцена: Подросток пугается скрипа старой двери.,1
Эпизод: Мужчина получает угрозы убийством по телефону.,3
Сцена: Подросток слушает музыку в наушниках.,0
"Диалог: Герою кажется, что за дверью кто-то стоит.",1
Эпизод: Мужчина видит отпечатки босых ног на полу.,2
Описание: Герои смотрят комедию вечером.,0
"Диалог: Герой прячется в шкафу, слыша тяжёлые шаги в комнате.",3
Описание: Подросток слушает музыку в наушниках.,0
"Эпизод: Герой бежит от нападающего, который кричит и размахивает оружием.",3
Диалог: Семья читает книги в гостиной.,0
Воспоминание: Соседи разговаривают возле подъезда.,0
Описание: Подростки обсуждают планы на выходные.,0
"Эпизод: Мужчина чувствует, что за ним наблюдают.",1
Диалог: Пара гуляет по освещённой набережной.,0
Воспоминание: Собаки играют на зелёной лужайке.,0
Эпизод: Мужчина видит странный свет в заброшенном доме.,2
Сцена: Пожилая пара прогуливается по саду.,0
"Сцена: Герой идёт по коридору, где лампы мигают.",2
Эпизод: Семья ужинает при приглушённом свете.,0
"Эпизод: Женщина слышит, как кто-то пытается взломать дверь её квартиры.",3
"Описание: Персонаж видит, как нападающий ломает жертве кости.",4
Эпизод: Герой замечает на стенах следы борьбы и кровь.,3
"Эпизод: Герой сталкивается с человеком, который режет себе руки.",4
Диалог: Мужчина чинит велосипед на улице.,0
Диалог: Персонаж вздрагивает от резкого скрежета.,1
Воспоминание: Мужчина пугается собственной тени.,1
"Воспоминание: Герой видит, как нападающий заносит нож над жертвой.",3
"Сцена: Женщина видит, как неизвестный бежит за ней по лестнице.",3
Сцена: Подростка удерживают в заброшенном здании против его воли.,3
Воспоминание: Рабочие отдыхают в комнате отдыха.,0
"Описание: Персонаж становится свидетелем того, как человека медленно режут ножом.",4
"Описание: Герой обнаруживает останки, обглоданные животными.",4
"Сцена: Женщина слышит, как кто-то пытается взломать дверь её квартиры.",3
Воспоминание: Женщина вздрагивает от неожиданного звонка.,1
"Описание: Персонаж видит тело, жестоко изуродованное, с глубокими ранами и кровью на стенах.",4
"Эпизод: Герой сталкивается с человеком, который убивает жертву молотком.",4
Описание: Соседи разговаривают возле подъезда.,0
Воспоминание: Пара гуляет по освещённой набережной.,0
Описание: Подростка пугает странный звук в лесу.,1
"Воспоминание: Персонаж становится свидетелем того, как человека медленно режут ножом.",4
"Описание: Солнечный день в парке, дети играют на площадке.",0
"Эпизод: Женщина замечает тёмный силуэт, стоящий неподвижно.",2
Воспоминание: Девушка вышивает узор на ткани.,0
Описание: Дети собирают конструктор на ковре.,0
"Описание: Герой бежит от нападающего, который кричит и размахивает оружием.",3
Воспоминание: Персонажа хватают за плечо в тёмном переулке.,3
Сцена: Пожилая пара прогуливается по саду.,0
"Эпизод: Герой сталкивается с человеком, который режет другого цепной пилой.",4
"Описание: Герой слышит, как кто-то ломает окно его дома.",3
"Сцена: Герой становится свидетелем того, как жертву топят в воде.",4
"Эпизод: Герой находит в доме открытое окно, хотя закрывал его.",2
Диалог: Дети слушают сказку на ночь.,0
"Диалог: Персонаж видит, как нападающий ломает жертве кости.",4
Описание: Герой становится свидетелем казни с обезглавливанием.,4
Сцена: Пожилая пара прогуливается по саду.,0
Описание: Семья ужинает при приглушённом свете.,0
Описание: Подростка страшит пустая лестничная клетка.,1
"Сцена: Подросток видит человека, привязанного к стулу и истекающего кровью.",4
"Диалог: Персонаж замечает, что кто-то следует за ним несколько кварталов.",2
Описание: Женщина слышит шорохи в пустой комнате.,1
"Эпизод: Герой обнаруживает останки, обглоданные животными.",4
Сцена: Компания друзей играет в настольные игры.,0
"Эпизод: Персонаж видит, как нападающий пронзает жертву ножом многократно.",4
Описание: Персонаж чувствует лёгкое беспокойство в незнакомом месте.,1
Воспоминание: Герой обнаруживает тело со вспоротым животом.,4
"Описание: Персонаж видит, как нападающий ломает жертве кости.",4
Диалог: Персонажа хватают за плечо в тёмном переулке.,3
Эпизод: Персонаж чувствует тревогу перед важным событием.,1
"Эпизод: Женщина находит тело, погружённое в собственную кровь.",4
Описание: Персонаж заблудился в густом тумане и не может найти путь обратно.,2
"Диалог: Герой видит жертву, чьё лицо изуродовано до неузнаваемости.",4
"Воспоминание: Женщина слышит громкие шаги, приближающиеся из темноты.",2
Описание: Ребёнок боится темноты в своей комнате.,1
Воспоминание: Подросток застревает в тёмном подъезде без света.,2
"Описание: Мужчина замечает, что тень движется не в такт его движениям.",2
Диалог: Ребёнок боится хождения по тёмному дому.,1
Эпизод: Подростки обсуждают планы на выходные.,0
Сцена: Ученики участвуют в школьном концерте.,0
Описание: Подростка удерживают в заброшенном здании против его воли.,3
Диалог: Подросток пугается скрипа старой двери.,1
"Диалог: Герой слышит тихий шёпот, но не понимает источник.",1
Диалог: Работники обедают в столовой.,0
"Сцена: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
Описание: Пара фотографируется на фоне заката.,0
Диалог: Друзья сидят в уютном кафе.,0
"Сцена: Герой обнаруживает останки, обглоданные животными.",4
Эпизод: Собаки играют на зелёной лужайке.,0
"Воспоминание: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
Эпизод: Герою снится неприятный сон.,1
"Воспоминание: Мужчина чувствует, что за ним наблюдают.",1
Воспоминание: Девушка слышит за спиной тяжёлое дыхание.,2
Воспоминание: Подростка запирают в подвале без света.,3
Воспоминание: Мужчина выгуливает собаку по аллее.,0
"Сцена: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
Воспоминание: Девушка видит странную тень в коридоре.,1
Сцена: Герои смотрят комедию вечером.,0
"Диалог: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
Сцена: Семья читает книги в гостиной.,0
"Сцена: Персонаж находит комнату, где стены покрыты кровью и частями тела.",4
Воспоминание: Герою снится неприятный сон.,1
Эпизод: Подростка пугает странный звук в лесу.,1
"Описание: Персонаж видит труп, подвешенный за крюки к потолку.",4
Диалог: Герои смотрят комедию вечером.,0
"Эпизод: Мужчина чувствует, что за ним наблюдают.",1
"Описание: Мужчина замечает, что тень движется не в такт его движениям.",2
Эпизод: Пара гуляет по освещённой набережной.,0
"Эпизод: Персонаж видит, как человеку медленно переламывают пальцы.",4
Диалог: Персонаж вздрагивает от резкого скрежета.,1
Воспоминание: Подросток застревает в тёмном подъезде без света.,2
"Воспоминание: Герой находит в доме открытое окно, хотя закрывал его.",2
"Воспоминание: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
"Эпизод: Герой видит жертву, прибитую к стене металлическими штырями.",4
Описание: Персонаж слышит нехарактерный скрежет за стеной.,2
Эпизод: Герой становится свидетелем зверской расправы толпы.,4
"Эпизод: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
"Сцена: Персонаж видит, как жертву избивают до состояния, когда кости выступают наружу.",4
"Диалог: Герой обнаруживает на двери царапины, будто кто-то пытался проникнуть.",2
Воспоминание: Женщина делает утреннюю зарядку.,0
Описание: Ребёнок боится хождения по тёмному дому.,1
Эпизод: Мужчина получает угрозы убийством по телефону.,3
Описание: Персонажа хватают за плечо в тёмном переулке.,3
Эпизод: Персонажа толкают на землю и угрожают расправой.,3
"Воспоминание: Герой находит в доме открытое окно, хотя закрывал его.",2
Воспоминание: Герой замечает силуэт в полутьме.,1
Сцена: Подросток идёт по сумеречной улице и нервничает.,1
"Эпизод: Герой замечает открытый подвал, хотя он должен быть закрыт.",2
Описание: Мужчина читает газету в кресле.,0
Эпизод: Собаки играют на зелёной лужайке.,0
"Описание: Герой находит в доме открытое окно, хотя закрывал его.",2
Описание: Ребёнок боится идти по тёмному коридору.,1
Воспоминание: Дети слушают сказку на ночь.,0
"Диалог: Герой видит, как нападающий держит человека на земле.",3
Сцена: Друзья сидят в уютном кафе.,0
"Диалог: Герой сталкивается с человеком, который режет себе руки.",4
Описание: Персонажа пугает громкий стук в окно.,1
Описание: Персонаж боится заглянуть в подвал.,1
Эпизод: Персонаж заблудился в густом тумане и не может найти путь обратно.,2
Воспоминание: Девушка видит странную тень в коридоре.,1
Сцена: Семья читает книги в гостиной.,0
Сцена: Друзья собираются на пикник возле озера.,0
"Сцена: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
Воспоминание: Героя преследует неизвестный мужчина с ножом.,3
Сцена: Женщина обнаруживает на пороге мёртвое животное.,2
Описание: Мужчина пугается собственной тени.,1
"Сцена: Персонаж видит, как человеку ломают шею голыми руками.",4
Эпизод: Собаки играют на зелёной лужайке.,0
Диалог: Подростка пугает странный силуэт в лифте.,2
Описание: Герои смотрят комедию вечером.,0
Описание: Герой идёт по ночной трассе и видит человека на обочине.,2
Эпизод: Подросток застревает в тёмном подъезде без света.,2
"Сцена: Женщина находит тело, погружённое в собственную кровь.",4
Описание: Соседи разговаривают возле подъезда.,0
Воспоминание: Пожилая пара прогуливается по саду.,0
Сцена: Героя пугает странная фигура вдалеке.,1
"Воспоминание: Солнечный день в парке, дети играют на площадке.",0
"Сцена: Персонаж прячется, слыша шаги убийцы неподалёку.",3
Диалог: Женщина обнаруживает на пороге мёртвое животное.,2
"Описание: Герой сталкивается с человеком, который убивает жертву молотком.",4
Описание: Люди занимаются спортом на стадионе.,0
"Диалог: Герой сталкивается с человеком, который убивает жертву молотком.",4
"Эпизод: Женщина видит, как неизвестный бежит за ней по лестнице.",3
Эпизод: Мужчина получает угрозы убийством по телефону.,3
Эпизод: Женщина обнаруживает на пороге мёртвое животное.,2
"Диалог: Персонаж замечает, что кто-то следует за ним несколько кварталов.",2
Описание: Друзья сидят в уютном кафе.,0
Описание: Персонаж вздрагивает от резкого скрежета.,1
Описание: Герой становится свидетелем жестокой пытки ножами.,4
"Описание: Мужчина видит неизвестного, скрывающего лицо.",2
Описание: Подросток пугается скрипа старой двери.,1
"Описание: Персонаж становится свидетелем того, как человека медленно режут ножом.",4
"Описание: Герой видит жертву, прибитую к стене металлическими штырями.",4
"Описание: Герой идёт по коридору, где лампы мигают.",2
"Описание: Персонаж чувствует опасность, находясь в заброшенном тоннеле.",2
Воспоминание: Семья читает книги в гостиной.,0
Диалог: Подросток застревает в тёмном подъезде без света.,2
Описание: Ученики рисуют на уроке искусства.,0
"Воспоминание: Персонаж сталкивается с трупом, покрытым следами пыток.",4
Сцена: Ученики играют в спортивной секции.,0
Эпизод: Семья играет в снежки на улице.,0
"Описание: Мужчина видит кровь на полу и понимает, что произошло преступление.",3
Описание: Девушка видит странную тень в коридоре.,1
Воспоминание: Семья играет в снежки на улице.,0
Описание: Героя преследует неизвестный мужчина с ножом.,3
"Сцена: Мужчина слышит тихий стук, повторяющийся каждые несколько секунд.",2
"Воспоминание: Герой бежит по лесу, чувствуя приближение опасности.",2
"Описание: Герой становится свидетелем того, как жертву топят в воде.",4
"Диалог: Женщина видит, как неизвестный бежит за ней по лестнице.",3
Эпизод: Семья ужинает при приглушённом свете.,0
"Эпизод: Герою кажется, что за дверью кто-то стоит.",1
Сцена: Подростка хватают за одежду и тянут в тёмный переулок.,3
Эпизод: Женщина боится выйти ночью на балкон.,1
Эпизод: Мужчина слышит истерические крики из соседней комнаты.,3
"Воспоминание: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
Описание: Работники обедают в столовой.,0
Описание: Подростка пугает странный силуэт в лифте.,2
Воспоминание: Девушка вышивает узор на ткани.,0
Диалог: Герой замечает на стенах следы борьбы и кровь.,3
Описание: Женщина получает анонимное сообщение с угрозами.,2
Диалог: Подростка пугает странный звук в лесу.,1
"Диалог: Герой видит, как нападающий держит человека на земле.",3
"Диалог: Персонаж видит, как нападающий ломает жертве кости.",4
"Диалог: Герой идёт по коридору, где лампы мигают.",2
Описание: Героя пугает странная фигура вдалеке.,1
"Диалог: Женщина находит тело, погружённое в собственную кровь.",4
"Воспоминание: Персонаж видит, как жертва истекает кровью, лежа на полу.",4
Воспоминание: Ученики участвуют в школьном концерте.,0
"Сцена: Персонаж видит, как жертва истекает кровью, лежа на полу.",4
"Описание: Персонаж видит тело, жестоко изуродованное, с глубокими ранами и кровью на стенах.",4
Диалог: Мужчина видит странный свет в заброшенном доме.,2
Диалог: Подросток пугается скрипа старой двери.,1
Сцена: Герой становится свидетелем жестокой пытки ножами.,4
"Описание: Герой замечает открытый подвал, хотя он должен быть закрыт.",2
Сцена: Собаки играют на зелёной лужайке.,0
"Сцена: Мужчина видит неизвестного, скрывающего лицо.",2
Сцена: Герой обнаруживает тело со вспоротым животом.,4
"Описание: Персонаж видит, как нападающий ломает жертве кости.",4
Воспоминание: Ребёнок боится хождения по тёмному дому.,1
"Воспоминание: Персонаж видит, как человеку ломают шею голыми руками.",4
Воспоминание: Персонаж чувствует тревогу перед важным событием.,1
Эпизод: Семья читает книги в гостиной.,0
Описание: Персонаж слышит нехарактерный скрежет за стеной.,2
"Сцена: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
"Сцена: Герою кажется, что за дверью кто-то стоит.",1
Диалог: Мужчина слышит шаги за спиной и ускоряет шаг.,1
Эпизод: Дети собирают конструктор на ковре.,0
"Диалог: Мужчина видит кровь на полу и понимает, что произошло преступление.",3
Диалог: Мужчина слышит истерические крики из соседней комнаты.,3
"Описание: Герой прячется под столом, когда в комнату входит вооружённый человек.",3
Эпизод: Герой замечает труп с глубокими ожогами и следами расплавленного металла.,4
"Эпизод: Герой идёт по заброшенному зданию, слыша эхо шагов.",2
"Воспоминание: Герой обнаруживает расчленённые останки, разбросанные по комнате.",4
"Диалог: Персонаж находит труп, чья голова отделена и лежит рядом.",4
Воспоминание: Герой наблюдает мучительную смерть человека в огне.,4
"Воспоминание: Герой идёт по заброшенному зданию, слыша эхо шагов.",2
"Описание: Персонаж замечает, что кто-то следует за ним несколько кварталов.",2
Диалог: Персонаж чувствует тревогу перед важным событием.,1
Воспоминание: Пара выбирает продукты в супермаркете.,0
"Диалог: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
"Описание: Герой бежит по лесу, слыша, что кто-то догоняет его.",3
Воспоминание: Женщина ухаживает за комнатными растениями.,0
"Воспоминание: Студенты смеются, обсуждая лекции.",0
Сцена: Героя преследует неизвестный мужчина с ножом.,3
"Сцена: Мужчина чувствует, что за ним наблюдают.",1
