text,label
Диалог: Друзья договариваются о совместной поездке на природу.,0
"Описание: Эх, черт побери, забыл выключить плиту.",1
"Диалог: Проклятье, эти документы снова потерялись.",1
Описание: Ты издеваешься надо мной?,2
Описание: Ты вообще нормальный?,2
Сцена: Работники офиса обсуждают задачи без конфликта.,0
Диалог: Путешественники задают вопросы гиду о достопримечательностях.,0
"Диалог: Отъебись от меня, понял?",4
Описание: Волонтёры обсуждают план мероприятия.,0
"Разговор: Блядь, заткнись уже.",4
"В тексте: Ох, ну и денёк сегодня.",1
Сцена: Ты сука тупее некуда.,4
В тексте: Да ебись ты конём.,4
Разговор: Ты сука тупее некуда.,4
"Описание: Чёрт, дождь пошёл в самый неподходящий момент.",1
Разговор: Ты реально дурак?,2
В тексте: Учёные обсуждают результаты эксперимента.,0
В тексте: Ты ведёшь себя как полный идиот.,3
"Сцена: Блядь, сколько можно объяснять одно и то же?",4
"В тексте: Блядь, сколько можно объяснять одно и то же?",4
"Разговор: Чёрт, я забыл дома телефон.",1
"Описание: Ебать, ты тупой, просто пиздец.",4
"Сцена: Ой, чёрт, потерял документы.",1
"Разговор: Ты что, не видишь?",2
Описание: Ты специально такой?,2
Разговор: Двое людей ведут вежливый разговор о погоде.,0
Разговор: Ты просто невыносим.,3
"Сцена: Ой, ё-моё, кто-то уже занял место.",1
"Диалог: Ты вообще понимаешь, что говоришь?",2
Сцена: Ты реально ебанутый?,4
Разговор: Ты ведёшь себя как полный идиот.,3
Диалог: Ты реально дурак?,2
"В тексте: Да пиздуй уже, заебал всех.",4
В тексте: Ты специально такой?,2
"Сцена: Ты невыносим, просто отойди.",3
Диалог: Ты раздражаешь всех вокруг.,3
Описание: Ты вообще слушаешь?,2
"Разговор: Еблан, закрой ебало.",4
"Диалог: Отвали нахуй, заебал.",4
"Разговор: Чёрт, я забыл дома телефон.",1
В тексте: Ты достал со своими жалобами.,3
"В тексте: Ты невыносим, просто отойди.",3
Диалог: Ты вообще нормальный?,2
"В тексте: Хватит уже, клоун.",3
В тексте: Ты издеваешься надо мной?,2
Диалог: Ты долбоёб или прикидываешься?,4
Описание: Ты ведёшь себя как шут.,3
Описание: Какого чёрта ты выключил свет посреди работы?,2
Сцена: Ты неадекватен сейчас.,3
"Сцена: Еблан, закрой ебало.",4
Разговор: Ты достал со своими жалобами.,3
Разговор: Какого чёрта ты выключил свет посреди работы?,2
В тексте: Ты вообще слушаешь?,2
"Разговор: Блин, как же это неудобно.",1
В тексте: Съебись нахуй и не возвращайся.,4
Диалог: Ты реально ебанутый?,4
В тексте: Ты реально дурак?,2
"Описание: Чё ты доёбываешься, ебанат?",4
"Сцена: Пара выбирает мебель в магазине, улыбаясь друг другу.",0
"В тексте: Ой, чёрт, потерял документы.",1
Диалог: Учитель доброжелательно объясняет ученикам новую тему.,0
В тексте: Ты вообще нормальный?,2
Диалог: Сотрудники проводят планерку в спокойном режиме.,0
Сцена: Ты мне мозги выносить пришёл?,2
"В тексте: Еблан, закрой ебало.",4
В тексте: Коллеги обсуждают план на предстоящую неделю в спокойной обстановке.,0
"Разговор: Ой, чёрт, потерял документы.",1
"Разговор: Да пошёл ты со своими советами, задолбал уже.",3
Описание: Ты ведёшь себя как маленький.,3
"В тексте: Чёрт, дождь пошёл в самый неподходящий момент.",1
Диалог: Не мог бы ты просто замолчать?,2
Разговор: Писатель дает интервью о своей новой книге.,0
Диалог: Пара обсуждает планы на выходные.,0
"Диалог: Чёрт, опять интернет пропал.",1
Сцена: Ты вообще соображаешь?,3
"Сцена: Сука, закрой рот, заебал.",4
Описание: Сколько можно нести чушь?,3
"Разговор: Блядь, сколько можно объяснять одно и то же?",4
Описание: Семья выбирает продукты в супермаркете.,0
В тексте: Ты тупишь сегодня конкретно.,2
Диалог: Да ебись ты конём.,4
"Диалог: Ты никогда не слушаешь, иди уже.",3
Разговор: Друзья смотрят фильм и обсуждают сюжет.,0
Разговор: Ты реально дурак?,2
"Сцена: Да пиздуй уже, заебал всех.",4
Описание: Ты вообще слушаешь?,2
Диалог: Ты вообще нормальный?,2
"Разговор: Ты что, не видишь?",2
Описание: Двое людей ведут вежливый разговор о погоде.,0
"Сцена: Ох, ну и денёк.",1
Разговор: Ты специально такой?,2
Описание: Ты реально считаешь это хорошей идеей?,2
Диалог: Ты серьёзно такой слепой?,3
Описание: Ты реально дурак?,2
В тексте: Ты заебал всех вокруг.,4
В тексте: Ты реально ебанутый?,4
Описание: Семья выбирает продукты в супермаркете.,0
В тексте: Перестань позориться.,3
Сцена: Ты заебал всех вокруг.,4
Сцена: Ты ведёшь себя как полный идиот.,3
В тексте: Ты мне мозги выносить пришёл?,2
Сцена: Коллеги обсуждают план на предстоящую неделю в спокойной обстановке.,0
Разговор: Ты идиот?,2
В тексте: Ты реально считаешь это хорошей идеей?,2
В тексте: Ты достал со своими жалобами.,3
В тексте: Родители читают детям сказку перед сном.,0
Диалог: Ты реально считаешь это хорошей идеей?,2
Разговор: Ты просто невыносим.,3
Диалог: Ты реально достал всех своими выходками.,3
Разговор: Ты серьёзно так решил проблему?,2
Описание: Ты долбоёб или прикидываешься?,4
В тексте: Ты реально дурак?,2
Сцена: Путешественники задают вопросы гиду о достопримечательностях.,0
"Сцена: Закрой рот, пока беды не нажил.",3
Разговор: Учитель доброжелательно объясняет ученикам новую тему.,0
Диалог: Ты специально такой?,2
"Диалог: Заткнись нахуй, пока прошу нормально.",4
Разговор: Молодой человек спрашивает дорогу прохожего.,0
"В тексте: Эх, черт побери, забыл выключить плиту.",1
В тексте: Ты мне мозги выносить пришёл?,2
Описание: Не мог бы ты просто замолчать?,2
"Описание: Да пиздуй уже, заебал всех.",4
Сцена: Ты серьёзно такой слепой?,3
"В тексте: Пара выбирает мебель в магазине, улыбаясь друг другу.",0
Диалог: Ты в своём уме?,2
Описание: Соседи делятся рецептами на лестничной площадке.,0
"Разговор: Ох, ё-моё, опять ремонт дороги.",1
В тексте: Ты реально считаешь это хорошей идеей?,2
Диалог: Ты ведёшь себя как шут.,3
Сцена: Ты мне мозги выносить пришёл?,2
Разговор: Ты идиот?,2
В тексте: Учёные обсуждают результаты эксперимента.,0
Сцена: Ты специально такой?,2
Описание: Покупатель благодарит кассира за обслуживание.,0
"В тексте: Пошёл нахуй, мне надоело твоё нытьё.",4
Описание: Ты вообще слушаешь?,2
Разговор: Ты реально ебанутый?,4
"В тексте: Чёрт возьми, интернет опять сломался.",1
Диалог: Сотрудники проводят планерку в спокойном режиме.,0
В тексте: Ты вообще нормальный?,2
"Диалог: Ой, ё-моё, кто-то уже занял место.",1
"Сцена: Ты вообще понимаешь, что творишь, придурок?",3
"Разговор: Заткнись нахуй, пока прошу нормально.",4
Сцена: Соседи делятся рецептами на лестничной площадке.,0
Разговор: Какого чёрта ты выключил свет посреди работы?,2
В тексте: Ты просто ебаный идиот.,4
"Описание: Блин, надо было раньше вставать.",1
Разговор: Ты серьёзно так решил проблему?,2
Сцена: Ты специально такой?,2
"Сцена: Блядь, заткнись уже.",4
Разговор: Ты издеваешься надо мной?,2
Сцена: Ты долбоёб или прикидываешься?,4
"Диалог: Заткнись нахуй, пока прошу нормально.",4
"Разговор: Отвали нахуй, заебал.",4
"В тексте: Ох, ну и денёк сегодня.",1
Описание: Ты реально достал всех своими выходками.,3
"Описание: Ох, ну и денёк сегодня.",1
"Описание: Блин, не успел на урок.",1
"Сцена: Чёрт возьми, интернет опять сломался.",1
Описание: Работники офиса обсуждают задачи без конфликта.,0
Описание: Студенты спокойно ждут начала лекции.,0
"Разговор: Да пошёл ты со своими советами, задолбал уже.",3
Описание: Двое друзей выбирают фильм на вечер.,0
Описание: Ты окончательно достал всех.,3
"Диалог: Да пошёл ты со своими советами, задолбал уже.",3
"В тексте: Ты что, не видишь?",2
"Разговор: Ты хочешь, чтобы я взорвался?",2
Диалог: Двое людей ведут вежливый разговор о погоде.,0
Диалог: Коллеги обсуждают план на предстоящую неделю в спокойной обстановке.,0
Диалог: Ты издеваешься надо мной?,2
Сцена: Учёные обсуждают результаты эксперимента.,0
Сцена: Ты тупишь сегодня как никогда.,3
"Разговор: Чёрт, опять интернет пропал.",1
Диалог: Съебись нахуй и не возвращайся.,4
"Диалог: Блин, автобус опять уехал прямо из-под носа.",1
"Диалог: Блин, автобус опять уехал прямо из-под носа.",1
Диалог: Пассажиры спокойно ожидают прибытия поезда.,0
Диалог: Ты тупишь сегодня как никогда.,3
"Диалог: Да пошёл ты со своими советами, задолбал уже.",3
"Разговор: Ты вообще понимаешь, что говоришь?",2
Диалог: Ты реально дурак?,2
В тексте: Ты вообще нормальный?,2
Описание: Иди нахуй со своей хернёй.,4
Сцена: Группа студентов мирно работает над общим проектом.,0
"Разговор: Чё ты доёбываешься, ебанат?",4
Описание: Ты вообще нормальный?,2
"Диалог: Да иди ты нахуй, уебан.",4
Разговор: Группа студентов мирно работает над общим проектом.,0
"Диалог: Чёрт, дождь пошёл в самый неподходящий момент.",1
Описание: Ты достал со своими жалобами.,3
"Разговор: Ты реально не понимаешь, что мешаешь?",3
Разговор: Учитель доброжелательно объясняет ученикам новую тему.,0
"В тексте: Чёрт, я пролил кофе на рубашку.",1
"В тексте: Блин, ключи потерял.",1
Разговор: Ты вообще нормальный?,2
Описание: Хватит позориться.,3
Сцена: Молодой человек спрашивает дорогу прохожего.,0
Сцена: Ты специально такой?,2
"Диалог: Ой, чёрт, потерял документы.",1
"Диалог: Чёрт, я пролил кофе на рубашку.",1
"Диалог: Блин, ключи потерял.",1
"Сцена: Ох, ну и денёк.",1
Диалог: Ты специально такой?,2
"Сцена: Чёрт, я пролил кофе на рубашку.",1
"Сцена: Отвали от меня, надоел.",3
Описание: Ты специально такой?,2
"Диалог: Ты такой тупой, что даже объяснять лень.",3
Сцена: Пассажиры спокойно ожидают прибытия поезда.,0
В тексте: Пиздуй в своё болото.,4
"Диалог: Чёрт, я забыл дома телефон.",1
Диалог: Ты специально такой?,2
"В тексте: Блин, опять опоздал на встречу.",1
"Диалог: Ты чё, охуел? Совсем?",4
"Диалог: Чёрт, я забыл дома телефон.",1
Разговор: Ты в своём уме?,2
Разговор: Ты издеваешься надо мной?,2
Сцена: Ты реально считаешь это хорошей идеей?,2
Сцена: Не мог бы ты просто замолчать?,2
В тексте: Какого чёрта ты выключил свет посреди работы?,2
"Разговор: Ебать твою мать, что ты делаешь?",4
"Сцена: Заткнись нахуй, пока прошу нормально.",4
"Описание: Блин, опять опоздал на встречу.",1
"Описание: Закрой рот, пока беды не нажил.",3
"Сцена: Проклятье, эти документы снова потерялись.",1
"Разговор: Блядь, да ты полный мудак.",4
"В тексте: Отвали нахуй, заебал.",4
"Диалог: Сука, закрой рот, заебал.",4
"В тексте: Чёрт, я пролил кофе на рубашку.",1
Описание: Пара обсуждает планы на выходные.,0
Диалог: Ты издеваешься что ли?,3
Сцена: Ты реально считаешь это хорошей идеей?,2
"Разговор: Отвали от меня, надоел.",3
"Диалог: Закрой рот, пока беды не нажил.",3
Диалог: Ты реально ебанутый?,4
В тексте: Пиздец ты конченый.,4
"В тексте: Ох, ну и денёк сегодня.",1
Диалог: Девочка желает всем удачного дня в школе.,0
"В тексте: Ты такой тупой, что даже объяснять лень.",3
Сцена: Родители читают детям сказку перед сном.,0
Описание: Ты вечно всё портишь.,3
Разговор: Группа студентов мирно работает над общим проектом.,0
Описание: Ты реально ебанутый?,4
Разговор: Ты в своём уме?,2
Разговор: Работники офиса обсуждают задачи без конфликта.,0
"Диалог: Блин, не успел на звонок.",1
"Сцена: Чёрт, опять интернет пропал.",1
Сцена: Учёные обсуждают результаты эксперимента.,0
"Разговор: Блин, опять опоздал на встречу.",1
Диалог: Ты тупишь сегодня конкретно.,2
Диалог: Коллеги обсуждают план на предстоящую неделю в спокойной обстановке.,0
Сцена: Ты мне мозги выносить пришёл?,2
Описание: Покупатель благодарит кассира за обслуживание.,0
"Сцена: Ох, ну и денёк.",1
Разговор: Ты вообще соображаешь?,3
Сцена: Сотрудники проводят планерку в спокойном режиме.,0
"Описание: Чёрт, забыл выключить плиту.",1
"Сцена: Закрой рот, пока беды не нажил.",3
"Описание: Хватит нести ерунду, честное слово.",3
Разговор: Гости вежливо общаются на семейном празднике.,0
"Описание: Ох, ну и денёк сегодня.",1
"В тексте: Блин, не успел на звонок.",1
Описание: Студенты спокойно ждут начала лекции.,0
Разговор: Ты ведёшь себя как шут.,3
"Разговор: Чёрт, я забыл дома телефон.",1
Описание: Ты достал со своими жалобами.,3
Описание: Перестань позориться.,3
В тексте: Путешественники задают вопросы гиду о достопримечательностях.,0
"Диалог: Отъебись от меня, понял?",4
"Описание: Чёрт, я забыл дома телефон.",1
"Разговор: Чёрт, забыл выключить плиту.",1
"Описание: Ебать, ты тупой, просто пиздец.",4
"Сцена: Блин, надо было раньше вставать.",1
Разговор: Сколько можно нести чушь?,3
Разговор: Иди нахуй со своей хернёй.,4
"Сцена: Чёрт, я пролил кофе на рубашку.",1
"Диалог: Ты реально не понимаешь, что мешаешь?",3
В тексте: Ты долбоёб или прикидываешься?,4
Разговор: Официант принимает заказ вежливым тоном.,0
Разговор: Ты заебал всех вокруг.,4
"Диалог: Блин, надо было раньше вставать.",1
Описание: Родители помогают ребенку собрать портфель в школу.,0
"Сцена: Отвали нахуй, заебал.",4
"Разговор: Блин, не успел на звонок.",1
"Диалог: Ох, ё-моё, опять ремонт дороги.",1
В тексте: Учёные обсуждают результаты эксперимента.,0
"В тексте: Ебать твою мать, что ты делаешь?",4
Диалог: Ты ведёшь себя как полный идиот.,3
Сцена: Ты вечно всё портишь.,3
Сцена: Ты вообще нормальный?,2
Диалог: Пиздец ты конченый.,4
В тексте: Сотрудники обмениваются идеями по улучшению проекта.,0
"Разговор: Да иди ты нахуй, уебан.",4
"Диалог: Блин, надо было раньше вставать.",1
"Разговор: Блин, надо было раньше вставать.",1
"В тексте: Ох, ну и денёк.",1
Диалог: Ты неадекватен сейчас.,3
Диалог: Пара обсуждает планы на выходные.,0
Сцена: Семья готовит ужин и обсуждает прошедший день.,0
"Разговор: Ты что, не видишь?",2
"Описание: Чёрт, я забыл дома телефон.",1
Описание: Ты достал со своими жалобами.,3
"Описание: Блин, как же это неудобно.",1
"Разговор: Чёрт, забыл выключить плиту.",1
"Диалог: Блин, почему всё так сложно?",1
"Описание: Ты хочешь, чтобы я взорвался?",2
"Описание: Проклятье, эти документы снова потерялись.",1
Разговор: Ты вечно всё портишь.,3
"Разговор: Эх, черт побери, забыл выключить плиту.",1
Диалог: Друзья смотрят фильм и обсуждают сюжет.,0
"Сцена: Ох, ну и денёк.",1
Диалог: Писатель дает интервью о своей новой книге.,0
Сцена: Ты вечно всё портишь.,3
"В тексте: Съеби отсюда, пока цел.",4
"Сцена: Блин, почему всё так сложно?",1
"Описание: Хватит нести ерунду, честное слово.",3
"Описание: Эх, черт побери, забыл выключить плиту.",1
"Сцена: Ты такой тупой, что даже объяснять лень.",3
Сцена: Ты сука тупее некуда.,4
Разговор: Друзья договариваются о совместной поездке на природу.,0
Диалог: Ты тупишь сегодня конкретно.,2
"В тексте: Ох, ну и денёк.",1
Диалог: Ты долбоёб или прикидываешься?,4
"Описание: Ты хочешь, чтобы я взорвался?",2
Диалог: Иди нахуй со своей хернёй.,4
В тексте: Ты издеваешься что ли?,3
"Разговор: Блин, как же это неудобно.",1
"Разговор: Ты вообще понимаешь, что творишь, придурок?",3
Описание: Путешественники задают вопросы гиду о достопримечательностях.,0
"Описание: Блядь, сколько можно объяснять одно и то же?",4
Разговор: Учитель доброжелательно объясняет ученикам новую тему.,0
"Сцена: Ты реально не понимаешь, что мешаешь?",3
"Сцена: Ох, ну и денёк.",1
В тексте: Ты просто ебаный идиот.,4
Сцена: Волонтёры обсуждают план мероприятия.,0
В тексте: Группа студентов мирно работает над общим проектом.,0
"В тексте: Чё ты доёбываешься, ебанат?",4
"Диалог: Чёрт, забыл выключить плиту.",1
Разговор: Ты охуел? Реально охуел?,4
Разговор: Друзья договариваются о совместной поездке на природу.,0
"Сцена: Ты ебаный кретин, честно.",4
Сцена: Не мог бы ты просто замолчать?,2
"Разговор: Ты чё, охуел? Совсем?",4
"Описание: Ты что, не видишь?",2
Разговор: Семья готовит ужин и обсуждает прошедший день.,0
В тексте: Учёные обсуждают результаты эксперимента.,0
В тексте: Дети играют в настольную игру и смеются.,0
"Диалог: Блин, опять опоздал на встречу.",1
"Описание: Блин, не успел на урок.",1
"Диалог: Блин, как же это неудобно.",1
В тексте: Съебись нахуй и не возвращайся.,4
Сцена: Работники офиса обсуждают задачи без конфликта.,0
Диалог: Какого чёрта ты выключил свет посреди работы?,2
"Сцена: Блин, опять опоздал на встречу.",1
"Диалог: Ты невыносим, просто отойди.",3
